stem-- --------cpu--------
n   cs  us  sy  id  wa  st
8 59210   3   1  96   0   0
2 59189   2   1  96   0   0
3 59214   2   1  96   0   0
0 57984   2   1  97   0   0
0 58783   2   1  97   0   0
5 58919   2   1  96   0   0
4 59231   2   1  97   0   0
4 58891   2   1  97   0   0
0 58536   2   1  96   0   0
1 59465   2   1  97   0   0
5 58659   2   1  96   0   0
4 58941   2   1  97   0   0
8 59417   2   1  96   0   0
5 59073   2   1  97   0   0
8 59236   3   1  96   0   0
1 58916   2   1  97   0   0
stem-- --------cpu--------
n   cs  us  sy  id  wa  st
8 59186   2   1  97   0   0
9 59185   2   1  97   0   0
7 59632   3   1  96   0   0
6 58971   2   1  97   0   0
0 58391   2   1  97   0   0
8 59415   3   1  96   0   0
2 61104   2   1  97   0   0
6 58851   2   1  97   0   0
8 59605   2   1  97   0   0
7 59884   3   1  96   0   0
3 61082   2   1  97   0   0
1 59394   3   1  96   0   0
6 60115   2   1  97   0   0
7 60010   2   1  96   0   0
8 60923   2   1  96   0   0
1 60594   2   1  97   0   0
3 59726   2   1  96   0   0
6 61243   3   1  96   0   0
4 60213   2   1  96   0   0
9 60414   3   1  96   0   0
7 60121   3   1  96   0   0
stem-- --------cpu--------
n   cs  us  sy  id  wa  st
9 59723   3   1  96   0   0
2 60097   2   2  96   0   0
7 59668   3   1  96   0   0
3 59593   2   1  96   0   0
0 59862   2   1  97   0   0
8 59086   2   1  97   0   0
0 59723   2   1  96   0   0
2 59132   2   1  97   0   0
2 59039   2   1  97   0   0
4 59841   2   1  96   0   0
9 58908   3   1  96   0   0
6 59042   2   1  97   0   0
9 58179   2   1  96   0   0
4 59351   2   1  96   0   0
9 58957   3   1  96   0   0
4 58805   3   1  96   0   0
2 58443   3   1  96   0   0
8 59191   2   1  97   0   0
6 58756   2   1  97   0   0
0 58346   2   1  97   0   0
0 58947   2   2  96   0   0
stem-- --------cpu--------
n   cs  us  sy  id  wa  st
8 58164   2   1  97   0   0
7 58299   2   1  97   0   0
1 58322   2   1  96   0   0
0 58042   2   1  97   0   0
8 59126   2   1  96   0   0
5 59228   3   1  96   0   0
8 58973   2   1  96   0   0
5 59057   2   1  96   0   0
9 59533   2   1  97   0   0
2 59743   2   1  97   0   0
3 59900   3   1  96   0   0
8 59791   3   2  96   0   0
6 59884   2   1  97   0   0
3 59810   3   1  95   0   0
1 60475   2   1  96   0   0
4 59380   2   1  97   0   0
8 60427   3   1  96   0   0
8 59753   2   2  96   0   0
8 59637   3   1  96   0   0
9 59784   2   1  96   0   0
3 60028   3   2  96   0   0
stem-- --------cpu--------
n   cs  us  sy  id  wa  st
1 60364   3   1  96   0   0
7 59143   2   1  97   0   0
2 59708   2   1  96   0   0
6 60402   1   1  97   0   0
8 59206   3   1  96   0   0
1 60073   2   1  97   0   0
9 59360   2   1  96   0   0
1 59859   2   1  97   0   0
6 59141   2   2  96   0   0
8 59235   3   1  96   0   0
5 58903   3   1  96   0   0
6 59981   2   1  96   0   0
9 59019   2   1  96   0   0
6 59104   2   1  97   0   0
7 58969   2   1  96   0   0
8 59497   2   1  97   0   0
5 58940   2   1  97   0   0
0 58799   2   1  97   0   0
5 57787   2   1  96   0   0
6 57919   2   1  96   0   0
4 58487   2   1  97   0   0
stem-- --------cpu--------
n   cs  us  sy  id  wa  st
0 57965   2   1  97   0   0
3 57817   2   1  97   0   0
4 58595   2   2  96   0   0
5 57196   1   1  98   0   0
7 58522   2   1  96   0   0
9 58430   2   1  97   0   0
4 58723   2   1  97   0   0
6 57549   2   1  97   0   0
3 58434   2   1  97   0   0
0 58918   3   1  96   0   0
8 59024   3   1  96   0   0
5 58017   2   1  97   0   0
2 58955   3   1  95   0   0
1 58967   3   1  96   0   0
1 59585   3   1  96   0   0
1 58590   2   1  96   0   0
1 58692   3   1  95   0   0
1 59309   2   2  96   0   0
2 59154   2   1  96   0   0
5 58256   2   1  96   0   0
8 59320   2   1  97   0   0
stem-- --------cpu--------
n   cs  us  sy  id  wa  st
9 58254   3   2  95   0   0
0 59052   2   1  97   0   0
6 58129   2   1  97   0   0
4 58517   3   1  96   0   0
6 58202   2   1  96   0   0
7 58938   2   1  97   0   0
0 58409   2   1  97   0   0
2 57996   3   2  96   0   0
8 57991   2   1  97   0   0
6 57731   1   1  97   0   0
5 57370   3   1  96   0   0
4 58878   2   1  97   0   0
